,ID,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,D_Marzo,D_Abril,D_Mayo,D_Junio,D_Julio,D_Agosto,D_Septiembre,M_MOROSO,MONTO,FUGA,FUGA_COD,CIUDAD_COD,log_RENTA,log_MONTO,RATIO_DEUDA,IS_SANTIAGO,IS_ARICA,IS_CONCEPCION,IS_COD_OFI_27,IS_COD_OFI_31,IS_COD_OFI_55,IS_COD_OFI_90,IS_COD_OFI_138,IS_COD_COM_1,IS_COD_COM_88,IS_COD_COM_89,IS_COD_COM_90,IS_COD_COM_119,IS_COD_COM_226,IS_MONTO_8M,SEGURO_NO,SEGURO_SI,GENERO_F,GENERO_M,NIV_EDUC_COD_COL,NIV_EDUC_COD_UNV,E_CIVIL_COD_CAS,E_CIVIL_COD_SOL
1323,1324,753243,49.0,UNV,SOL,155,88.0,SANTIAGO,0,48249,0,463,475,0,471,1,4600000,FUGA,1,SANTIAGO,13.532144491477915,15.341567078850604,0.009418133135180622,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
1324,1325,214119,41.0,UNV,CAS,94,301.0,ANCUD,0,613277,0,0,13,0,1,1,2900000,NO FUGA,0,ANCUD,12.274291884507317,14.88022163978423,0.4091796751205771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1325,1326,39653,34.0,TEC,SOL,83,89.0,SANTIAGO,0,536756,0,565353,105,0,309,1,3500000,NO FUGA,0,SANTIAGO,10.587947104698507,15.068273812173887,3.9720431889498546,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
1326,1327,459702,31.0,UNV,SOL,129,101.0,SANTIAGO,0,9857,0,105138,79,0,65,1,1800000,NO FUGA,0,SANTIAGO,13.03833590776824,14.403297778421795,0.035780943803967416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1327,1328,44123,44.0,TEC,SOL,86,49.0,LOS ANDES,63855,61877,0,70263,1809,0,326,3,8000000,NO FUGA,0,LOS ANDES,10.694759131089272,15.894952224644102,0.6414892135944649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
1328,1329,498511,47.0,MED,CAS,31,119.0,SANTIAGO,0,157547,0,1555,0,0,0,1,2400000,FUGA,1,SANTIAGO,13.119382940310949,14.690979711984754,0.0455937782716931,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0
1329,1330,20957,52.0,TEC,SEP,10,5.0,IQUIQUE,0,266931,0,0,29,1125,0,1,2300000,NO FUGA,0,IQUIQUE,9.950275714034888,14.648420115681892,1.8274562198787994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
1330,1331,477134,48.0,UNV,CAS,31,119.0,SANTIAGO,1460124,69916,0,190487,459,0,213,1,600000,FUGA,1,SANTIAGO,13.075554748696119,13.304686600863562,0.5153389074887019,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0
1331,1332,412472,52.0,UNV,CAS,27,226.0,CONCEPCION,0,39693,0,142025,405,0,242,1,1900000,FUGA,1,CONCEPCION,12.929926028069175,14.45736497045232,0.06316134359250013,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0
1332,1333,482469,39.0,TEC,CAS,125,89.0,SANTIAGO,0,642499,0,78608,191,0,104,2,1100000,NO FUGA,0,SANTIAGO,13.086674021662356,13.910821646859095,0.21360454542897353,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0
1333,1334,1477802,40.0,UNV,CAS,55,90.0,SANTIAGO,237845,42855,0,132843,685,0,185,3,3000000,FUGA,1,SANTIAGO,14.206067083379285,14.914123179965662,0.04006084712295693,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
1335,1336,544803,53.0,MED,CAS,95,316.0,AYSEN,0,0,0,0,143,0,482,1,2400000,NO FUGA,0,AYSEN,13.208181375934393,14.690979711984754,0.0001641484562834115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1336,1337,552821,41.0,UNV,SOL,138,1.0,ARICA,0,297016,0,233756,141,0,7994,2,4600000,FUGA,1,ARICA,13.22279134803878,15.341567078850604,0.13926181737462423,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1
1337,1338,46683,46.0,UNV,CAS,55,90.0,SANTIAGO,917605,283581,0,24108,2680,0,1221,3,7000000,FUGA,1,SANTIAGO,10.751156772532244,15.76142084987672,3.761528363032123,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
1339,1340,1083289,47.0,MED,CAS,17,90.0,SANTIAGO,0,24323,0,344507,1183,0,485,3,5100000,FUGA,1,SANTIAGO,13.895513264837788,15.444751293772967,0.04885901045005402,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
1340,1341,1941545,35.0,TEC,VIU,61,284.0,OSORNO,0,316445,0,298870,1036,0,535,1,1500000,NO FUGA,0,OSORNO,14.478995120894044,14.220976332738882,0.04538999316818013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
1341,1342,34536,42.0,MED,CAS,55,90.0,SANTIAGO,0,98414,0,220435,51,2199,0,1,6800000,FUGA,1,SANTIAGO,10.449786492109144,15.732433317205148,1.3282206558787517,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
1342,1343,699938,49.0,UNV,CAS,120,113.0,SANTIAGO,0,420151,0,0,1025,31802,2323,1,3300000,FUGA,1,SANTIAGO,13.45874846737124,15.009433329466965,0.09292700618789501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1343,1344,1530,37.0,TEC,CAS,56,148.0,SAN FERNANDO,0,327321,0,0,140,0,0,2,2400000,NO FUGA,0,SAN FERNANDO,7.333676395657684,14.690979711984754,30.575350140056024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1344,1345,395316,58.0,MED,SOL,12,13.0,CALAMA,0,61219,0,0,173,0,0,1,1900000,NO FUGA,0,CALAMA,12.887443253672496,14.45736497045232,0.022185867942174288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1345,1346,408792,51.0,MED,SOL,144,101.0,SANTIAGO,0,5139,0,256668,956,0,1298,3,4700000,FUGA,1,SANTIAGO,12.920964194437355,15.363073279446223,0.09227955257721006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
1346,1347,36300,41.0,MED,SEP,151,226.0,CONCEPCION,0,112969,0,0,1360,9075,9211,1,4100000,NO FUGA,0,CONCEPCION,10.499600568082863,15.226497775576945,0.521904761904762,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
1347,1348,114996,59.0,MED,CAS,55,93.0,SANTIAGO,0,1280913,0,0,21,10635,102,1,4100000,NO FUGA,0,SANTIAGO,11.652661320048594,15.226497775576945,1.6046173034590023,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1348,1349,301939,41.0,TEC,SOL,138,1.0,ARICA,0,28032,0,0,83,1021,0,1,3300000,FUGA,1,ARICA,12.617983601121727,15.009433329466965,0.013785660585179695,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1349,1350,1292296,37.0,TEC,SOL,31,119.0,SANTIAGO,521531,234206,0,1631379,1358,0,1820,1,1300000,NO FUGA,0,SANTIAGO,14.071931813068199,14.077875591662238,0.2642356815201117,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
1350,1351,308625,43.0,TEC,CAS,24,88.0,SANTIAGO,462736,178140,0,0,108,13372,0,1,4100000,NO FUGA,0,SANTIAGO,12.639885466820441,15.226497775576945,0.30289047040444367,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0
1351,1352,203148,41.0,UNV,CAS,55,90.0,SANTIAGO,0,416709,0,6058,0,2522,8704,1,800000,FUGA,1,SANTIAGO,12.221694978932677,13.592368256649284,0.30519199232649524,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
1352,1353,434232,47.0,TEC,SEP,138,1.0,ARICA,0,183789,0,120535,146,0,137,1,1700000,FUGA,1,ARICA,12.981336535380803,14.346139397261565,0.1002123946909223,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1353,1354,2348095,44.0,MED,CAS,55,90.0,SANTIAGO,58677,0,0,0,94,0,0,1,1800000,FUGA,1,SANTIAGO,14.669115344954626,14.403297778421795,0.0035756645280535923,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
1354,1355,6832,39.0,TEC,SOL,63,300.0,CASTRO,515128,32117,0,0,1819,0,0,1,1000000,NO FUGA,0,CASTRO,8.829519094780778,13.815511557963774,11.480950986952159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
1355,1356,912486,34.0,TEC,SOL,70,265.0,LONCOCHE,0,305451,12967642,1315271,74,0,23220,1,8000000,NO FUGA,0,LONCOCHE,13.723929117761958,15.894952224644102,2.2875746665076035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1
1356,1357,765768,47.0,MED,CAS,90,80.0,SANTIAGO,0,382799,0,777187,709,0,2245,1,4600000,FUGA,1,SANTIAGO,13.548635836662749,15.341567078850604,0.21695138549982315,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1357,1358,11386,50.0,MED,SOL,38,93.0,SANTIAGO,2042636,253304,0,1265871,2145,0,6594,1,3600000,NO FUGA,0,SANTIAGO,9.340227632810604,15.096444681204078,44.79876289177185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
1358,1359,918,45.0,UNV,CAS,55,90.0,SANTIAGO,0,227463,0,0,273,0,946,3,8000000,FUGA,1,SANTIAGO,6.823286122355687,15.894952224644102,35.58714596949891,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0
1359,1360,132181,37.0,UNV,CAS,90,84.0,SANTIAGO,0,87591,0,0,34,0,0,1,1600000,NO FUGA,0,SANTIAGO,11.791935039792104,14.285514812209815,0.09470347478079301,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1360,1361,340784,35.0,UNV,CAS,122,93.0,SANTIAGO,0,33117,0,0,8,0,0,1,1600000,NO FUGA,0,SANTIAGO,12.739007058884143,14.285514812209815,0.013886466836135836,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1361,1362,2335262,53.0,TEC,CAS,84,85.0,SANTIAGO,0,0,0,0,576,1275,67,1,8000000,NO FUGA,0,SANTIAGO,14.663635076575398,15.894952224644102,0.00011739276241503402,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0
1362,1363,1247427,32.0,TEC,SOL,27,226.0,CONCEPCION,0,83485,0,0,4,0,0,1,1400000,NO FUGA,0,CONCEPCION,14.03659438951135,14.151983508870947,0.009561395462133542,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1
1363,1364,820800,41.0,UNV,SOL,82,90.0,SANTIAGO,789345,295789,0,0,468,0,662,2,7500000,NO FUGA,0,SANTIAGO,13.618035971721486,15.830413711839864,0.18906032442216653,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1
1364,1365,120594,41.0,UNV,CAS,55,90.0,SANTIAGO,0,266813,180178,400739,0,0,2059,1,3900000,FUGA,1,SANTIAGO,11.70019310304594,15.176487367510099,1.0066717368075646,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
1365,1366,185388,54.0,UNV,SOL,27,226.0,CONCEPCION,0,463267,0,908372,0,0,2028,1,5000000,FUGA,1,CONCEPCION,12.130211599177892,15.424948670398354,1.058527443600911,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
1366,1367,149899,41.0,MED,CAS,51,88.0,SANTIAGO,0,0,0,0,0,0,6,0,2100000,NO FUGA,0,SANTIAGO,11.917723684090689,14.557448378884015,6.671158580110608e-06,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
1367,1368,102924,47.0,TEC,CAS,83,85.0,SANTIAGO,0,3306,0,781805,2251,2139,2089,3,2300000,FUGA,1,SANTIAGO,11.541755846638106,14.648420115681892,1.0987177778888166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1368,1369,423750,41.0,TEC,SEP,59,98.0,SANTIAGO,449644,293730,0,172780,623,0,194,2,3100000,FUGA,1,SANTIAGO,12.95690129755602,14.946912992035967,0.3091351032448378,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
1369,1370,194566,49.0,MED,CAS,138,1.0,ARICA,0,3485,0,134452,15,0,36,1,1800000,FUGA,1,ARICA,12.178531855731146,14.403297778421795,0.10131633628544702,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1370,1371,164638,48.0,UNV,CAS,149,105.0,SANTIAGO,0,96722,0,0,4,0,0,1,1700000,NO FUGA,0,SANTIAGO,12.011510477191315,14.346139397261565,0.08393045868598292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1371,1372,176,44.0,MED,SOL,73,89.0,SANTIAGO,0,0,0,0,1713,0,0,1,2200000,NO FUGA,0,SANTIAGO,5.176149732573829,14.603968372873895,1.3912337662337662,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1
1372,1373,186248,45.0,UNV,CAS,45,89.0,SANTIAGO,0,5779,0,341605,220,0,1132,2,3900000,FUGA,1,SANTIAGO,12.134839767099875,15.176487367510099,0.26749050421250925,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0
1373,1374,27510,46.0,MED,SOL,25,85.0,SANTIAGO,0,201171,0,0,415,2659,2171,1,2400000,NO FUGA,0,SANTIAGO,10.22234120367599,14.690979711984754,1.0719063197798204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
1374,1375,62909,50.0,MED,CAS,138,1.0,ARICA,0,49105,0,168631,15,0,92,1,2000000,FUGA,1,ARICA,11.049460412564075,14.508658238524095,0.4946918791996603,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
1375,1376,535592,49.0,MED,CAS,138,1.0,ARICA,0,195142,0,0,346,0,0,2,700000,FUGA,1,ARICA,13.191129823258931,13.45883704259595,0.052142302349549655,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
1376,1377,239391,34.0,TEC,VIU,43,70.0,QUILPUE,0,153729,0,0,0,0,91,1,2600000,NO FUGA,0,QUILPUE,12.385857654672131,14.77102238760702,0.09179304389650644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
1377,1378,3171246,53.0,TEC,CAS,53,80.0,SANTIAGO,0,0,0,0,1697,0,82746,3,8000000,NO FUGA,0,SANTIAGO,14.96963544389597,15.894952224644102,0.0038040027709703287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
1378,1379,1591867,46.0,MED,CAS,127,90.0,SANTIAGO,0,382379,0,707118,259,0,10,1,8000000,FUGA,1,SANTIAGO,14.280418727375999,15.894952224644102,0.09779774315316543,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
1379,1380,46293,34.0,TEC,CAS,27,226.0,CONCEPCION,0,625389,0,0,147,18275,0,1,3100000,NO FUGA,0,CONCEPCION,10.742767642044035,14.946912992035967,1.986761343121916,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
1380,1381,690174,49.0,UNV,SOL,138,1.0,ARICA,0,44630,380799,0,0,0,747,1,4400000,FUGA,1,ARICA,13.444700467604925,15.29711532616119,0.08821315866930451,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1
1381,1382,3229040,47.0,MED,CAS,59,88.0,SANTIAGO,0,1164820,0,0,77,0,0,1,8000000,NO FUGA,0,SANTIAGO,14.987695747089345,15.894952224644102,0.051536679632336546,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
1382,1383,348365,51.0,MED,CAS,144,101.0,SANTIAGO,0,23825,0,371604,866,0,715,3,4700000,FUGA,1,SANTIAGO,12.761008930220184,15.363073279446223,0.16280584198428988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
1383,1384,4733057,34.0,TEC,VIU,90,90.0,SANTIAGO,0,7706,0,99016,1198,14801,181,3,2500000,NO FUGA,0,SANTIAGO,15.370082063197412,14.731801689838349,0.003709562641770726,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1
1384,1385,439913,42.0,MED,CAS,85,88.0,SANTIAGO,0,4609,0,13810,166,0,107,1,2300000,FUGA,1,SANTIAGO,12.99433453224526,14.648420115681892,0.0060703561191157605,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
1385,1386,2025932,44.0,UNV,CAS,82,86.0,SANTIAGO,0,220530,0,0,1501,0,0,1,8000000,NO FUGA,0,SANTIAGO,14.521540893155093,15.894952224644102,0.015656427334608043,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0
1386,1387,1489720,47.0,UNV,CAS,25,88.0,SANTIAGO,1085680,0,0,922588,1494,33675,412,2,8000000,FUGA,1,SANTIAGO,14.214099412066338,15.894952224644102,0.19599560415955442,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0
1387,1388,101775,29.0,TEC,SOL,93,93.0,SANTIAGO,0,42741,0,13421,699,0,0,1,1400000,NO FUGA,0,SANTIAGO,11.530529598918585,14.151983508870947,0.07981471733866723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
1388,1389,2124808,47.0,MED,CAS,73,86.0,SANTIAGO,0,424177,0,0,11,0,0,1,8000000,NO FUGA,0,SANTIAGO,14.569192473948052,15.894952224644102,0.02851948438231999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0
1389,1390,446366,41.0,UNV,CAS,138,1.0,ARICA,0,72696,0,59238,0,0,6121,1,4600000,FUGA,1,ARICA,13.008896762585488,15.341567078850604,0.04418411284525639,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1390,1391,294023,25.0,TEC,CAS,82,105.0,SANTIAGO,0,62587,0,324889,103,0,174,1,1600000,FUGA,1,SANTIAGO,12.591416675642115,14.285514812209815,0.1883982837105552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
1391,1392,478906,42.0,UNV,CAS,138,1.0,ARICA,0,759044,0,0,0,0,4006,1,3400000,FUGA,1,ARICA,13.079261703054112,15.039286283703994,0.22761728964407568,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1392,1393,27139,45.0,MED,CAS,55,90.0,SANTIAGO,0,290926,423383,248658,20,0,1006,1,2300000,FUGA,1,SANTIAGO,10.20876393338886,14.648420115681892,5.074373726792755,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
1393,1394,674162,47.0,MED,SOL,138,1.0,ARICA,0,104366,0,0,34,0,0,1,3500000,FUGA,1,ARICA,13.421227200418533,15.068273812173887,0.022122914924645073,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1
1394,1395,2340577,40.0,TEC,SOL,52,88.0,SANTIAGO,0,1032606,0,218627,1383,0,1244,1,8000000,NO FUGA,0,SANTIAGO,14.665908465379305,15.894952224644102,0.07652941988236234,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
1395,1396,276516,41.0,UNV,CAS,73,85.0,SANTIAGO,0,0,0,0,0,0,0,0,5300000,NO FUGA,0,SANTIAGO,12.530027580875512,15.483217567201578,5.166324655974441e-07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
1396,1397,4379825,53.0,MED,CAS,155,88.0,SANTIAGO,0,66997,0,0,9,0,128236,1,8000000,NO FUGA,0,SANTIAGO,15.292519555536131,15.894952224644102,0.00636825835344041,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0
1397,1398,7803,54.0,MED,CAS,146,88.0,SANTIAGO,0,424545,0,143891,316,0,189,1,8000000,FUGA,1,SANTIAGO,8.962391701743002,15.894952224644102,10.416176928287655,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0
1398,1399,4711253,48.0,UNV,CAS,55,90.0,SANTIAGO,484970,86073,0,492161,1515,248,3230,3,3100000,FUGA,1,SANTIAGO,15.365464672594696,14.946912992035967,0.03239047325323312,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0
1399,1400,37796,45.0,MED,CAS,105,80.0,SANTIAGO,0,272566,0,20162,1426,0,788,3,1400000,FUGA,1,SANTIAGO,10.53998501337874,14.151983508870947,1.114792948611342,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
1400,1401,440924,53.0,UNV,CAS,27,226.0,CONCEPCION,222103,100213,0,0,575,2308,2245,1,900000,FUGA,1,CONCEPCION,12.996630071938565,13.710151153416941,0.10609052159296646,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0
1401,1402,1558386,43.0,UNV,CAS,55,90.0,SANTIAGO,0,208401,0,291487,0,1337,0,1,2300000,FUGA,1,SANTIAGO,14.259161869946498,14.648420115681892,0.045947354689861365,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0
1402,1403,523589,37.0,TEC,CAS,84,16.0,ANTOFAGASTA,0,1423638,0,0,3,0,0,1,5300000,NO FUGA,0,ANTOFAGASTA,13.168464214286992,15.483217567201578,0.3884295288316381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1403,1404,490,42.0,MED,SOL,27,226.0,CONCEPCION,356408,169578,0,64971,434,0,0,1,3800000,NO FUGA,0,CONCEPCION,6.19644412779452,15.150511887854474,172.41749271137027,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
1404,1405,388586,25.0,TEC,SOL,44,184.0,COLBUN,0,201519,0,77746,0,0,26,0,1800000,NO FUGA,0,COLBUN,12.870272361943355,14.403297778421795,0.10267703196424252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
1405,1406,444529,51.0,MED,CAS,138,1.0,ARICA,0,20985,0,5531,0,0,2158,1,1900000,FUGA,1,ARICA,13.004772823222197,14.45736497045232,0.00921521109180407,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
1406,1407,330571,50.0,MED,CAS,139,88.0,SANTIAGO,0,0,0,0,0,0,0,0,5000000,NO FUGA,0,SANTIAGO,12.708579766287421,15.424948670398354,4.321526778124604e-07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
1408,1409,79390,41.0,MED,SOL,40,67.0,VINA DEL MAR,0,253240,0,215940,0,0,191,0,6200000,NO FUGA,0,VINA DEL MAR,11.282140290684671,15.64006001130563,0.8446043942202148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
1409,1410,2880835,63.0,MED,SOL,17,80.0,SANTIAGO,0,812914,0,0,8251,0,0,2,8000000,NO FUGA,0,SANTIAGO,14.873591087767464,15.894952224644102,0.040720634320059484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1
1410,1411,602088,25.0,MED,CAS,64,314.0,COYHAIQUE,0,133062,0,69664,121,0,1,1,2400000,FUGA,1,COYHAIQUE,13.308160553895185,14.690979711984754,0.048129888938873676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1411,1412,14536,43.0,TEC,SOL,59,86.0,SANTIAGO,0,47285,0,0,491,41657,0,1,8000000,NO FUGA,0,SANTIAGO,9.584452402426324,15.894952224644102,0.8789409544775533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1
1412,1413,1214630,53.0,MED,CAS,85,88.0,SANTIAGO,0,213897,0,8002,15,0,0,1,5800000,FUGA,1,SANTIAGO,14.009950884925773,15.573368647930426,0.026100246871181232,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
1413,1414,2118457,45.0,UNV,CAS,31,119.0,SANTIAGO,0,212473,0,1028908,284,7885,8211,2,8000000,FUGA,1,SANTIAGO,14.566199023504103,15.894952224644102,0.08481658382222802,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0
1414,1415,63652,27.0,UNV,SOL,60,291.0,PUERTO MONTT,0,50,0,67008,168,0,185,1,1500000,NO FUGA,0,PUERTO MONTT,11.061201735632105,14.220976332738882,0.15129588566401234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1415,1416,1072881,45.0,UNV,CAS,54,89.0,SANTIAGO,0,41570,0,0,84,53,0,2,4800000,NO FUGA,0,SANTIAGO,13.88585904352446,15.38412668421143,0.005553538290160525,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
1416,1417,4735695,42.0,MED,CAS,55,90.0,SANTIAGO,1331968,7625,0,36265,2811,15769,982,2,8000000,FUGA,1,SANTIAGO,15.370639264296575,15.894952224644102,0.04209431923780081,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0
1417,1418,42317,54.0,UNV,CAS,122,97.0,SANTIAGO,0,552631,0,6855,36,0,38,1,4000000,FUGA,1,SANTIAGO,10.652967806436234,15.201805169084134,1.8890111707891795,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
1418,1419,229931,49.0,UNV,SOL,80,81.0,SANTIAGO,0,75296,0,173474,172,0,0,1,1900000,FUGA,1,SANTIAGO,12.3455388920177,14.45736497045232,0.15466938218111398,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
1419,1420,401259,32.0,TEC,SOL,71,326.0,PUNTA ARENAS,661846,180064,0,84068,254,13102,2,1,2400000,NO FUGA,0,PUNTA ARENAS,12.902364875234191,14.690979711984754,0.3344248976346948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
